f00,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,label
2.2057706788256937,3.530340209031399,2.6551795353060905,3.2361847197118854,2.961683033005801,1.9908290829032156,0.43356177632823467,-0.2532763609326529,-0.25791129292716813,0.07773385493636575,-1.2207443252151613,0.9537328832813268,-0.5368717401392876,0.8002155357275683,0.10905689908249401,1.2256264637030372,-0.5279755310334566,-0.24943588517593407,0.27021530124706084,-1.7659768785598435,dos
1.2333043157524946,0.9014454346120225,0.6038157154498007,-0.11678231449217916,1.0255217816477702,0.8592244975775549,0.3140966756618169,0.004091450263186255,-0.28941349772873853,-0.984185756392356,0.9809834342569206,-1.7376351093481455,-0.2961178766818523,0.13150405573973434,0.6879049476901895,1.409328989209449,0.7946590207614488,-0.233217140878751,0.5825020463113142,-1.009280253535757,normal
-0.1251802598635243,-0.539007319989646,-0.5112480803457642,-0.049089062096298326,-0.3142279380559546,1.831927957851663,-0.5745449183044767,0.02608619452557642,0.022439916468511182,0.022617698191790256,0.044276689562167196,-0.3852502865519594,-0.4667260003712952,-0.6897284016570274,-1.1905396906012722,0.17304546648736968,0.787501080556701,-0.43446731281010254,-0.44689203123502763,-0.25318626345811807,normal
-1.1490157992199554,1.0920864256295353,0.3511999100459733,-0.5693560217584259,0.23773740923188105,-0.35076581809258567,-0.16930994669974408,0.29117106526329145,0.7623715935796276,1.2156193033930223,1.3631275591592307,-0.19908696594475417,-0.3997988729068077,0.07967800153761428,0.10267456983065018,-0.5873775139558878,-0.4963802305878104,0.6506189763366785,1.3134408109926086,-0.18120067870333784,normal
-0.2266969652993519,-0.7961050879760353,-0.2182974158314465,0.3379553131742036,-0.06507436927148413,0.9876620776492848,0.12071042577634726,0.3848956218673791,-0.11900602592759431,1.0525325652482842,-0.9778764817652572,-0.24287307224018365,-0.9389509405441532,0.6610188056093504,0.6802578316984196,-0.4126140744106137,1.3264906546427906,-0.23781007651140343,-1.1067016959586982,-0.22496360386894212,normal
2.3124863880583444,4.312416479893767,3.184309320623952,3.885023550978263,3.6087083544727543,1.1513722573049945,-0.30220688533211976,-2.1827885494982766,-0.5171173887255676,0.892083404626971,-0.6745688767515422,-0.5093507503729429,0.26090733402109045,0.6298532009522705,-0.28505070730564336,-0.20464974035211664,0.6471853620021143,0.20324694789133824,-0.22822941689112308,0.25160279380391065,dos
0.2037063387991782,1.6009849454421294,-0.24416633894031015,-0.4318102863571667,1.130904635287808,-0.564560515262872,1.3759115805417985,-0.15535824496956657,0.059071614435415046,0.5869026249126972,0.9704877563304803,0.7975989213343153,-0.16290828420460807,-0.2931430683982761,0.277978116843988,0.10777525778508715,-0.5138184857842923,0.3285824598724031,0.7952956961291797,0.13320536397909244,normal
0.32824170341953307,-0.12465040064501368,0.08017191194513507,-0.44808789373460656,-0.8250383745015948,0.3812228090664087,-0.6826002540487413,-0.28663357786384175,-0.07136004296395913,0.3080833393459264,0.36892958928874386,0.04337883426220981,-1.5450461232384642,-0.16527415867206396,-0.6204315279256876,-0.08907804165282454,0.7930609301365485,0.6438594330198555,0.1762642144442619,0.40460783793008814,normal
0.1558939725538216,0.4996086231591685,-0.5649018288694286,0.32399008152729325,-0.3046610010472279,0.8004054010853777,0.8867350288495169,-0.4278264749256345,1.1703380713158908,-0.1520642374123726,1.6495556465337076,-0.3932433718913178,0.05100505123244147,0.17055153460054956,-0.6006368382927701,-1.3803036226168515,-0.6396831573700377,0.8636845355513467,-0.2629332860214274,-0.26136528557254207,normal
0.3948302337540779,0.5618466868907062,0.6795589275094576,-0.7259343753333007,0.09978095295235934,0.1201735131651406,-0.12709329044839643,-0.8744254477116608,0.37102380416485775,-1.326770263819524,1.0503465878547105,1.1525294842193392,1.4702946498453702,2.4728740770174182,3.125344345403622,3.1778362596507677,2.4450075027731604,2.151755094200241,-0.0692390934598095,2.7040957168012207,probe
2.8623011461269083,2.687231451810429,3.0589566614820365,3.0829028683781923,2.6079330678777453,2.200947307162444,0.28940736773544734,-1.0974313676362442,-1.5059412346362238,1.0887509125772061,-0.3664490642686395,0.5727643811527672,1.2436751915597064,0.9762242796862458,-0.44271416692624604,0.2598032236084614,-0.932869582394185,-0.08365848113386085,0.8368135608066644,0.02562099229013239,dos
-1.801010725634672,-0.641268456455693,1.06659332743911,0.15926820893068283,0.11301849920977414,-1.052773746856191,0.11714532117459564,-1.8201378494263025,0.27346574662947915,0.9433922972949272,1.1459301384002605,2.6675168621563703,1.2240836946362719,1.9178998026021938,1.6912510773973755,1.875094017191125,3.0215629881072643,2.504972774447049,1.2578228422833315,-0.4119697810846701,probe
3.111127621950359,2.6324092221716597,2.0534473848193953,3.7787262714587957,1.0702305079083112,1.8724973264271445,-1.1730762291884127,0.2970456746545351,-0.37323401472122386,1.6889523037660528,0.014245145865486012,-0.191045603673997,0.458160320515119,-0.5857574487754309,-0.8671273982326388,0.42800477873122383,-0.39121471568760846,0.7807796354059735,0.2678239678460688,0.09313682401605933,dos
-0.06904825324454393,0.32602281803371214,-0.317780787010411,-1.5661637603118217,0.06224007690470749,-0.3684777047574976,-1.1015364719891956,0.6245479668106801,-0.3041967447235492,-1.3961875987937358,-0.059812380729123926,-0.5398125881492287,-1.3612377853446969,0.24974932240659992,-0.8404472726541732,0.5746966395361036,-0.7179915527124231,0.7816371125927994,0.3403387946454461,0.08688791719521562,normal
0.7238485067153907,0.4028444205109818,-0.28991940787496334,0.4645098403974607,-0.8204657032317169,-1.0238126833147545,-0.07645317292366531,0.05689342050129137,0.34232527409767105,0.052037456794985885,0.9925707756272338,-1.032402920857227,0.4546610115018779,0.18051442917205857,1.0849687698586896,0.09993274395512043,0.2530430211694468,1.4090271618351744,0.6370327655177661,0.48684458446489076,normal
0.11116000270079147,-1.321930234882081,-0.674980315669087,0.5175946750573311,-1.4233348746784098,0.07431358069512599,0.014267428704571802,0.311279027471719,-1.357038121753246,-1.624688794170158,0.8876496737525903,0.08857582846593325,0.3281296623365868,1.2933052138113446,0.139070438152719,-1.57131910759563,-0.2496706890921624,0.6546994709590177,-0.34032865284853986,-0.24229751239091313,normal
1.174300441372672,0.9946417885024396,-1.4478419374060563,1.5234294857118447,-0.619265982041913,1.622111247518091,-1.0511474536132743,0.8812934315475934,-0.4531439808482346,-0.12457680518922105,0.7066992892254383,-0.5917250789639226,0.2522501443462956,0.24597137231788466,0.9530128664477046,1.0933257494302637,1.5032115076988397,0.24309613219381385,0.326977344613877,-0.454875096837165,normal
-1.0569359513447452,-0.18102678406352243,0.1251219133154656,0.016173635300413193,0.45865769759943104,-1.0849567702086562,1.386083308944211,0.24568730684179454,0.874562942136734,0.2761980226878736,-0.70121186432831,-0.26069222884455445,-2.638625092399833,0.1710813592294806,-0.055444847911409315,0.97041160944489,-1.4047681978265163,-0.06286820246574772,-0.24432604440479688,-1.0105499407784861,normal
-0.9404049786520825,0.7871101682746882,0.7882360372974206,-1.1519568088061418,-0.13338536541566545,0.3787104974133926,0.2605279160198654,-1.214781859118803,-0.4813394962983181,-1.14858847770184,2.61312886337684,3.876244631416772,1.7601032090737063,0.08345404842255344,2.4548503369429664,3.0454688270513834,2.982937794051181,1.931712268427022,2.223852137320864,1.875882740866829,probe
1.9531314372533521,0.5971379488174418,0.7307936847976491,0.9266644212764185,1.0157603630759673,0.15338450605864112,0.8949272915772988,-1.0452560395851622,0.7348048301731857,-0.15760890078105622,-2.2928963376195033,-0.3189675627610897,-0.2183091395822014,0.4385680986979954,0.47164752806948695,-0.005092452488054861,-0.6515552787520532,0.7622137213284457,-0.5417042881444484,-0.9507578865649964,r2l
-0.43088347657588044,-0.09129003711367079,-0.35836274257468687,-0.2914968252606976,0.5932990938294194,0.6372005999262542,0.42628201067585547,-0.2475556699295821,-0.533805928607849,-0.1854191597863273,-0.11735588930777113,0.6731576651917365,-0.2241742485828343,-0.9637785290928704,-0.6698196789125279,1.4113483451332733,-0.7461286326193615,-1.0110374476563126,-0.23333560283746235,1.408852062765653,normal
0.2341188755013084,-1.2612501729417467,-1.1990611549246646,-0.0018965766018360466,-0.366089260920076,0.31172871258126295,-0.8819804477216501,0.8424392039376607,1.08597903492943,-1.2375242344196935,1.9961100207253593,1.5766211215669215,2.9540851343935968,1.980663509236389,2.5626015435269514,1.7389837677412405,2.0513513507505077,3.506261382354758,3.4610887692522323,0.44285266767263454,probe
